DJI_0029.JPG,1784,971,2051,1248,Tree
DJI_0029.JPG,773,789,986,976,Tree
DJI_0029.JPG,717,688,901,859,Tree
DJI_0029.JPG,792,592,965,763,Tree
DJI_0029.JPG,1019,536,1200,733,Tree
DJI_0029.JPG,1771,688,1936,861,Tree
DJI_0029.JPG,408,2245,560,2394,Tree
DJI_0029.JPG,1013,2181,1197,2341,Tree
DJI_0029.JPG,1003,2299,1168,2432,Tree
DJI_0029.JPG,696,2325,875,2458,Tree
DJI_0029.JPG,1472,2072,1680,2269,Tree
DJI_0029.JPG,1349,2160,1536,2341,Tree
DJI_0029.JPG,1584,2299,1712,2454,Tree
DJI_0029.JPG,1749,2293,1874,2461,Tree
DJI_0029.JPG,1659,2448,1766,2555,Tree
DJI_0029.JPG,1731,2512,1840,2640,Tree
DJI_0029.JPG,1784,2437,1904,2546,Tree
DJI_0029.JPG,1893,2376,1997,2480,Tree
DJI_0029.JPG,1928,2434,2080,2578,Tree
DJI_0029.JPG,2048,2282,2219,2514,Tree
DJI_0029.JPG,1784,2021,1896,2138,Tree
DJI_0029.JPG,1872,1955,1995,2075,Tree
DJI_0029.JPG,1981,1861,2106,2010,Tree
DJI_0029.JPG,1915,2061,2048,2181,Tree
DJI_0029.JPG,2107,2043,2216,2176,Tree
DJI_0029.JPG,2197,2021,2285,2130,Tree
DJI_0029.JPG,2272,1837,2365,1949,Tree
DJI_0029.JPG,2381,1856,2469,2008,Tree
DJI_0029.JPG,2253,2104,2373,2219,Tree
DJI_0029.JPG,2432,1973,2552,2109,Tree
DJI_0029.JPG,2344,2029,2427,2154,Tree
DJI_0029.JPG,2347,2643,2438,2742,Tree
DJI_0029.JPG,2800,2691,2893,2816,Tree
DJI_0029.JPG,2733,2733,2826,2842,Tree
DJI_0029.JPG,2930,2830,3023,2923,Tree
DJI_0029.JPG,2747,2259,2867,2374,Tree
DJI_0029.JPG,2757,2152,2845,2253,Tree
DJI_0029.JPG,2656,2168,2781,2309,Tree
DJI_0029.JPG,2603,2024,2715,2157,Tree
DJI_0029.JPG,2672,1701,2795,1840,Tree
DJI_0029.JPG,2795,1803,2907,1920,Tree
DJI_0029.JPG,2651,1840,2795,1984,Tree
DJI_0029.JPG,2568,1691,2688,1819,Tree
DJI_0029.JPG,2440,1691,2560,1819,Tree
DJI_0029.JPG,2469,1528,2605,1680,Tree
DJI_0029.JPG,2933,1229,3114,1421,Tree
DJI_0029.JPG,3267,1392,3387,1541,Tree
DJI_0029.JPG,3056,2032,3227,2203,Tree
DJI_0029.JPG,3075,1920,3216,2053,Tree
DJI_0029.JPG,2821,2104,2930,2224,Tree
DJI_0029.JPG,3195,2789,3286,2901,Tree
DJI_0029.JPG,3091,2832,3187,2939,Tree
DJI_0029.JPG,2928,2677,3024,2789,Tree
DJI_0029.JPG,3011,2677,3110,2786,Tree
DJI_0029.JPG,3069,2725,3168,2832,Tree
DJI_0029.JPG,2629,2544,2776,2683,Tree
DJI_0029.JPG,2496,2512,2608,2643,Tree
DJI_0029.JPG,3072,2536,3213,2685,Tree
DJI_0029.JPG,3376,2531,3477,2654,Tree
DJI_0029.JPG,3680,2939,3824,3102,Tree
DJI_0029.JPG,3117,1557,3253,1701,Tree
DJI_0029.JPG,2768,1405,2907,1536,Tree
DJI_0029.JPG,3582,1787,3726,1963,Tree
DJI_0029.JPG,3320,1523,3512,1704,Tree
DJI_0029.JPG,3386,1283,3469,1376,Tree
DJI_0029.JPG,3484,1269,3557,1347,Tree
DJI_0029.JPG,3467,1225,3538,1284,Tree
DJI_0029.JPG,3337,1205,3406,1276,Tree
DJI_0029.JPG,3322,1140,3414,1224,Tree
DJI_0029.JPG,3111,1303,3196,1379,Tree
DJI_0029.JPG,3125,1369,3221,1469,Tree
DJI_0029.JPG,3538,1419,3611,1506,Tree
DJI_0029.JPG,3497,1522,3582,1600,Tree
DJI_0029.JPG,3452,1401,3557,1527,Tree
DJI_0029.JPG,3771,1509,3860,1614,Tree
DJI_0029.JPG,3712,1383,3815,1488,Tree
DJI_0029.JPG,3760,1244,3852,1333,Tree
DJI_0029.JPG,3833,1243,3925,1334,Tree
DJI_0029.JPG,3927,1310,4000,1381,Tree
DJI_0029.JPG,3817,1346,3890,1442,Tree
