DJI_0332.JPG,311,507,414,599,Tree
DJI_0332.JPG,409,316,491,403,Tree
DJI_0332.JPG,544,331,613,406,Tree
DJI_0332.JPG,510,400,578,448,Tree
DJI_0332.JPG,482,341,555,407,Tree
DJI_0332.JPG,324,338,413,413,Tree
DJI_0332.JPG,487,563,581,657,Tree
DJI_0332.JPG,423,706,515,795,Tree
DJI_0332.JPG,430,613,514,700,Tree
DJI_0332.JPG,508,654,597,729,Tree
DJI_0332.JPG,633,549,708,620,Tree
DJI_0332.JPG,716,430,800,496,Tree
DJI_0332.JPG,661,379,755,455,Tree
DJI_0332.JPG,606,338,670,411,Tree
DJI_0332.JPG,610,233,694,315,Tree
DJI_0332.JPG,805,572,896,664,Tree
DJI_0332.JPG,856,683,954,774,Tree
DJI_0332.JPG,656,921,747,1017,Tree
DJI_0332.JPG,712,889,801,989,Tree
DJI_0332.JPG,84,1212,189,1312,Tree
DJI_0332.JPG,28,1131,131,1222,Tree
DJI_0332.JPG,5,921,113,1037,Tree
DJI_0332.JPG,91,857,199,958,Tree
DJI_0332.JPG,695,697,802,800,Tree
DJI_0332.JPG,437,841,529,942,Tree
DJI_0332.JPG,527,903,635,1011,Tree
DJI_0332.JPG,377,1020,494,1127,Tree
DJI_0332.JPG,255,1076,378,1197,Tree
DJI_0332.JPG,523,1021,649,1115,Tree
DJI_0332.JPG,574,1090,709,1204,Tree
DJI_0332.JPG,663,1260,795,1383,Tree
DJI_0332.JPG,354,1490,478,1591,Tree
DJI_0332.JPG,334,1358,467,1454,Tree
DJI_0332.JPG,521,1622,619,1727,Tree
DJI_0332.JPG,596,1497,694,1607,Tree
DJI_0332.JPG,812,1426,949,1550,Tree
DJI_0332.JPG,823,1271,935,1362,Tree
DJI_0332.JPG,836,1979,978,2087,Tree
DJI_0332.JPG,713,1904,841,2009,Tree
DJI_0332.JPG,709,1776,819,1868,Tree
DJI_0332.JPG,645,1691,771,1776,Tree
DJI_0332.JPG,603,1627,717,1728,Tree
DJI_0332.JPG,526,1836,668,1937,Tree
DJI_0332.JPG,55,2012,208,2120,Tree
DJI_0332.JPG,62,1852,202,1955,Tree
DJI_0332.JPG,158,1518,261,1616,Tree
DJI_0332.JPG,252,1561,364,1661,Tree
DJI_0332.JPG,245,1461,369,1546,Tree
DJI_0332.JPG,386,1203,544,1304,Tree
DJI_0332.JPG,100,2140,221,2240,Tree
DJI_0332.JPG,28,2281,190,2391,Tree
DJI_0332.JPG,36,2818,173,2898,Tree
DJI_0332.JPG,196,2713,308,2789,Tree
DJI_0332.JPG,212,2523,333,2612,Tree
DJI_0332.JPG,204,2347,309,2432,Tree
DJI_0332.JPG,231,2951,377,3052,Tree
DJI_0332.JPG,172,2880,291,2967,Tree
DJI_0332.JPG,388,2745,512,2837,Tree
DJI_0332.JPG,151,3394,254,3481,Tree
DJI_0332.JPG,281,3303,395,3395,Tree
DJI_0332.JPG,373,3397,478,3481,Tree
DJI_0332.JPG,340,3102,456,3200,Tree
DJI_0332.JPG,25,3200,153,3316,Tree
DJI_0332.JPG,544,3333,654,3438,Tree
DJI_0332.JPG,658,3269,759,3358,Tree
DJI_0332.JPG,656,3360,772,3467,Tree
DJI_0332.JPG,543,3154,666,3241,Tree
DJI_0332.JPG,540,3230,652,3299,Tree
DJI_0332.JPG,585,2946,701,3026,Tree
DJI_0332.JPG,720,3086,823,3196,Tree
DJI_0332.JPG,787,3024,901,3124,Tree
DJI_0332.JPG,830,3285,949,3401,Tree
DJI_0332.JPG,869,3122,970,3209,Tree
DJI_0332.JPG,508,2325,622,2407,Tree
DJI_0332.JPG,580,2420,699,2495,Tree
DJI_0332.JPG,512,2599,620,2674,Tree
DJI_0332.JPG,487,2524,587,2593,Tree
DJI_0332.JPG,629,2714,750,2798,Tree
DJI_0332.JPG,727,2592,832,2679,Tree
DJI_0332.JPG,780,2658,881,2720,Tree
DJI_0332.JPG,773,2734,890,2809,Tree
DJI_0332.JPG,1022,3282,1102,3369,Tree
DJI_0332.JPG,1072,3147,1170,3234,Tree
DJI_0332.JPG,999,3124,1113,3216,Tree
DJI_0332.JPG,1003,2706,1158,2836,Tree
DJI_0332.JPG,892,2604,1008,2684,Tree
DJI_0332.JPG,836,2352,960,2428,Tree
DJI_0332.JPG,843,2491,978,2601,Tree
DJI_0332.JPG,1097,2373,1234,2449,Tree
DJI_0332.JPG,1120,2441,1269,2519,Tree
DJI_0332.JPG,1143,2499,1280,2597,Tree
DJI_0332.JPG,1172,2661,1309,2764,Tree
DJI_0332.JPG,489,2171,638,2256,Tree
DJI_0332.JPG,418,2258,555,2329,Tree
DJI_0332.JPG,366,2231,450,2293,Tree
DJI_0332.JPG,212,2258,306,2315,Tree
DJI_0332.JPG,295,2108,416,2186,Tree
DJI_0332.JPG,293,1995,400,2071,Tree
DJI_0332.JPG,260,1854,381,1936,Tree
DJI_0332.JPG,256,1730,370,1808,Tree
DJI_0332.JPG,841,1596,917,1664,Tree
DJI_0332.JPG,848,1539,935,1614,Tree
DJI_0332.JPG,985,1627,1083,1703,Tree
DJI_0332.JPG,1013,1570,1134,1641,Tree
DJI_0332.JPG,839,1803,956,1869,Tree
DJI_0332.JPG,978,1712,1106,1788,Tree
DJI_0332.JPG,908,1659,1008,1730,Tree
DJI_0332.JPG,580,103,665,181,Tree
DJI_0332.JPG,953,597,1047,686,Tree
DJI_0332.JPG,837,844,935,920,Tree
DJI_0332.JPG,887,1061,978,1139,Tree
DJI_0332.JPG,935,1218,1056,1312,Tree
DJI_0332.JPG,910,1335,1043,1427,Tree
DJI_0332.JPG,1092,677,1209,773,Tree
DJI_0332.JPG,1179,245,1298,345,Tree
DJI_0332.JPG,1250,480,1362,567,Tree
DJI_0332.JPG,1186,425,1296,512,Tree
DJI_0332.JPG,1092,435,1186,524,Tree
DJI_0332.JPG,1143,548,1244,637,Tree
DJI_0332.JPG,1071,514,1151,589,Tree
DJI_0332.JPG,869,388,976,466,Tree
DJI_0332.JPG,827,434,928,519,Tree
DJI_0332.JPG,68,1442,168,1518,Tree
DJI_0332.JPG,985,1916,1070,1994,Tree
DJI_0332.JPG,1070,1897,1155,1993,Tree
DJI_0332.JPG,1170,1714,1298,1824,Tree
DJI_0332.JPG,1072,2258,1164,2372,Tree
DJI_0332.JPG,1022,2567,1164,2684,Tree
DJI_0332.JPG,990,2443,1129,2575,Tree
DJI_0332.JPG,1141,2912,1239,2999,Tree
DJI_0332.JPG,1047,3008,1148,3083,Tree
DJI_0332.JPG,1227,3147,1355,3239,Tree
DJI_0332.JPG,1291,3372,1385,3496,Tree
DJI_0332.JPG,1363,3440,1438,3531,Tree
DJI_0332.JPG,1433,3500,1509,3592,Tree
DJI_0332.JPG,1468,3147,1573,3250,Tree
DJI_0332.JPG,1547,3008,1634,3092,Tree
DJI_0332.JPG,1598,3079,1673,3159,Tree
DJI_0332.JPG,1621,3133,1690,3208,Tree
DJI_0332.JPG,1685,3147,1779,3252,Tree
DJI_0332.JPG,1568,3481,1653,3572,Tree
DJI_0332.JPG,1520,3451,1591,3535,Tree
DJI_0332.JPG,1684,3471,1787,3572,Tree
DJI_0332.JPG,1904,3469,1991,3558,Tree
DJI_0332.JPG,1835,3413,1913,3498,Tree
DJI_0332.JPG,1913,3223,2002,3319,Tree
DJI_0332.JPG,1931,3305,2050,3421,Tree
DJI_0332.JPG,1950,3483,2042,3579,Tree
DJI_0332.JPG,1900,3561,1980,3636,Tree
DJI_0332.JPG,1776,3525,1861,3610,Tree
DJI_0332.JPG,1668,3330,1771,3426,Tree
DJI_0332.JPG,1582,3302,1673,3394,Tree
DJI_0332.JPG,1839,3072,1951,3182,Tree
DJI_0332.JPG,1904,2843,2014,2950,Tree
DJI_0332.JPG,1959,3065,2053,3156,Tree
DJI_0332.JPG,1762,3257,1858,3355,Tree
DJI_0332.JPG,1567,2842,1675,2931,Tree
DJI_0332.JPG,1557,2699,1648,2777,Tree
DJI_0332.JPG,1472,2887,1564,2978,Tree
DJI_0332.JPG,1473,2976,1564,3076,Tree
DJI_0332.JPG,1370,2990,1454,3079,Tree
DJI_0332.JPG,1339,2432,1449,2510,Tree
DJI_0332.JPG,1266,2381,1360,2463,Tree
DJI_0332.JPG,1282,2494,1374,2576,Tree
DJI_0332.JPG,1315,2584,1432,2671,Tree
DJI_0332.JPG,1433,2471,1541,2551,Tree
DJI_0332.JPG,1456,2400,1572,2500,Tree
DJI_0332.JPG,1618,2478,1739,2563,Tree
